Comment,Object,Label,Predicted_Objects
sau tình huống reece james quay lại bắt tay ông kìa nhưng đéo thèm rồi còn chạm nhẹ vào đầu như kiểu an ủi xin lỗi mà đấy 1 cái,['reece james'],0.0,[]
bởi vậy muôn đời vẫn thua liverpool,['liverpool'],2.0,['liverpool']
cái loại xấu nhất trong big 6 là gà tottenham hotspur và liverpool cut,['tottenham hotspur' ' liverpool'],2.0,['liverpool']
cái này mà gọi là thể thao hả,[],2.0,[]
bóng đá bây giờ lạ lắm ăn vạ như đàn bà,[],2.0,[]
thằng yerry mina chơi đâu cũng tấu hài,['yerry mina'],2.0,[]
thằng wilfried zaha đi đá bóng hay đánh nhau mà xuất hiện lắm vậy,['wilfried zaha'],2.0,[]
ma cho thang áo số 12 tottenham hotspur qua đoi tuyen việt nam đi,['tottenham hotspur' ' việt nam'],0.0,['việt' 'nam']
cái lồn má cristiano ronaldo đầu video luôn,['cristiano ronaldo'],2.0,[]
pha maxwel cornet vệ sinh rece reece james mắc cười vãi đái,['maxwel cornet' ' reece james'],1.0,[]
nghĩ đến quang hải mà bị mất thằng châu âu nó đấm thì khóc,['quang hải'],2.0,['quang' 'hải' 'châu' 'âu']
con nai ngồi cạnh chó,[],0.0,[]
manchester united thiếu những cầu thủ có độ máu như cristiano ronaldo thời thừa lửa hay một đám ô hợp,['manchester united' ' cristiano ronaldo'],2.0,['manchester' 'united' 'cristiano' 'ronaldo']
0030 đmthẻ đỏ mới đúng với pha đó của số7 cristiano ronaldo,['cristiano ronaldo'],2.0,[]
oánh nhau văn toàn thấy crystal palace tottenham hotspur,['crystal palace' ' tottenham hotspur'],1.0,[]
mikel arteta nghĩ mình có thể hơn jurgen klop à,['mikel arteta' ' jurgen klop'],1.0,['mikel']
thằng wilfried zaha đấm nhau nhiều vãi lồn,['wilfried zaha'],2.0,[]
ông yerry mina làm cái gì vậy diên vãi cả lồn,['yerry mina'],2.0,[]
cristiano ronaldo xấu xí quá,['cristiano ronaldo'],2.0,[]
bọn liverpool bẩn vãi cặc,['liverpool'],2.0,['liverpool']
đường là một siêu sao bóng đá mà làm mất cái chuyện dạy vãi cả lồn,[],2.0,[]
thằng đó hết thời rồi,[],2.0,[]
một thằng tồi tàn trong thế giới bóng đá,[],2.0,[]
sao văn toàn bọn thua cuộc vậy admin thiên vị vãi lồn cắt ghép vào,[],2.0,[]
chung kết cúp C1 20212022 với liverpool ghi bàn quyết định,['liverpool'],0.0,['liverpool']
riêng 2024 vinicius junior 19 bàn và 8 kiến tạo trên mọi đấu trường,['vinicius junior'],2.0,[]
kevin de bruyne gánh cả đội romelu lukaku đen đũi sẻ làm hỏng hết cố gắn của,['kevin de bruyne' ' romelu lukaku'],2.0,['kevin' 'de' 'bruyne']
mình dự đoán 8 đội đi tiếp là đức tây ban nha bỉ bồ đào áo anh hà lan thuỵ sĩ,['đức' ' tây ban nha' ' bỉ' ' bồ' ' áo' ' anh' ' hà lan' ' thụy sĩ'],0.0,['đức' 'tây' 'ban' 'nha' 'bỉ' 'bồ' 'đào' 'hà' 'lan' 'sĩ']
có khi nào ý làm nên chuyện không năm nay thấy thủ cứng nhất,['ý'],2.0,[]
nghe bình luận viên nói mình thấy mệt sao ấy,[],2.0,[]
quan trọng là anh xách vali về nước,['anh'],2.0,[]
anh đá như cặc vậy mà giờ lại khỏe nhất,['anh'],2.0,[]
anh đức bay ghế tứ kết,['anh' ' đức'],2.0,['anh' 'đức']
cristiano ronaldo sẽ ghi bàn vào lưới của jan oblak,['cristiano ronaldo' ' jan oblak'],1.0,['ronaldo']
khắc tinh,[],0.0,[]
rất thích nghe kênh này bình luận viên hay hơn tvh và anh quân,[],1.0,[]
đức không biêt ăn đươc đan mạch nữa bỉ vệ sinh pháp cũng hay,['đức' ' đan mạch' ' bỉ' ' pháp'],0.0,['đức']
có ai thông não giùm mình với tại sao tây ban nha gặp georgia mà không phải là slovakia nhỉ anh chứ,['tây ban nha' ' georgia' ' slovakia'],0.0,['tây' 'ban' 'nha']
sao nhánh kìa êm vậy,[],0.0,[]
bỉ thì nhọ nhất gặp hà lan,['bỉ' ' hà lan'],0.0,['hà' 'lan']
tôi tiếc đức và tây ban nha phải gặp nhau sớm ở tứ kết,['đức' ' tây ban nha'],1.0,['đức' 'tây' 'ban' 'nha']
tin mình đi tây ban nha xẽ vô địch năm nay,['tây ban nha'],1.0,['tây' 'ban' 'nha']
việc áo nhất bảng chứng tỏ thầy ông nội là người có tài năng,['áo'],1.0,[]
đi tiếp pháp,['pháp'],1.0,['pháp']
nhà cái cho biết,[],0.0,[]
bóng đá môn thể thao vua luôn tạo ra 1 hậu,[],0.0,[]
chung kết bồ đào nha gặp italia,['bồ đào nha' ' italia'],1.0,['bồ' 'đào' 'nha' 'italia']
148 thủ môn anatoliy trubin,['anatoliy trubin'],0.0,[]
italia và thổ nhĩ kỳ của tôi đã vào vòng trong,['italia' ' thổ nhĩ kỳ'],1.0,['italia']
anh hà lan vào chung kết,['anh' ' hà lan'],1.0,['hà' 'lan']
chung kết áo vệ sinh tây ban nha,['áo' ' tây ban nha'],1.0,['tây' 'ban' 'nha']
tay ban nha vệ sinh đức vào chung kết,['tây ban nha' ' đức'],1.0,[]
romelu lukaku sap ve nuoc,['romelu lukaku'],2.0,[]
bỉ giờ có gì ngoài cái tênđá hết sức rồi cũng chỉ vậynhư anh,['bỉ' ' anh'],2.0,[]
đâu phải pháp,['pháp'],0.0,[]
sao không thấy đội quần ta,[],0.0,[]
8 đội mạnh ứng cử viên vô địch vòng bảng có đá tệ như thế nào không quan trọng,[],0.0,[]
quan trọng nhất tất cả đều vượt qua vòng bảng bước vào 16 đội đức,['đức'],0.0,['đức']
vào đến vòng loại trực tiếp mới chính thức biết được ai mạnh hơn nè,[],0.0,[]
vòng bảng có chơi tệ họ nghìn lý do biện minh rằng trúng tôi đã đủ điểm bước vào trong cần phải dưỡng sức,[],0.0,[]
tôi cầm tây ba nha,['tây ban nha'],0.0,['tây' 'ba' 'nha']
nếu bỉ loại được pháp thì bồ đào nha sẽ nên ngôi,['bỉ' ' pháp' ' bồ đào nha'],0.0,[]
đội tuyển anh nên chuẩn bị sẵn vé máy bay và thu xếp hành lý trước khi cuộc đối đầu vệ sinh slovakia diễn ra,['anh' ' slovakia'],0.0,['slovakia']
chắc không em,[],0.0,[]
chung kết đức 1 2 áo,['đức' ' áo'],0.0,[]
bỉ 2 1 pháp,['bỉ' ' pháp'],0.0,['pháp']
thiếu paul pogba phá chỉ còn là cái tên,['paul pogba'],2.0,['pogba']
mình bắt bỉ trước pháp nhé,[],2.0,[]
slovakia mà đọc ra slovenia,['slovakia'],2.0,[]
quá nhiều ngôi sao mà liên kết dược các với nhau thì tệ,[],2.0,[]
theo quy luật thổ nhĩ kỳ và ý sẽ vào bán kết,['thổ nhĩ kỳ' ' ý'],0.0,[]
chung kết georgia 10 bồ đào nha,['georgia' ' bồ đào nha'],0.0,[]
mình tin năm nay tây ban nha sẽ vô địch còn nếu được chọn thì là bồ đào,['tây ban nha' ' bồ đào nha'],0.0,['tây' 'ban' 'nha']
tây ban nha và đức sẽ ăn cúp,['tây ban nha' ' đức'],0.0,['tây' 'ban' 'nha' 'đức']
anh,['anh'],1.0,[]
bồ đào nha,['bồ'],1.0,['bồ' 'đào' 'nha']
pháp thắng bỉ,['pháp' ' bỉ'],0.0,[]
tôi có cảm giác nhánh trái sẽ vô địch,[],1.0,[]
pháp chấp bỉ 14 vẫn húp,['pháp' ' bỉ'],0.0,[]
dàn sao lòi tỉ của tam sư,[],2.0,[]
không năm nào thảm bại như này,[],2.0,[]
có ai biết quy luật xếp cặp 18 năm nay không sao tôi thấy lộn xộn logic gì hết,[],0.0,[]
mình vẫn chưa hiểu cách phân nhánh loại trực tiếp đội thứ 3 xuất sắc nhất ý là căn cứ vào đâu mà anh chỉ phải gặp slovakia chứ không hà lan nhỉ,['slovakia' ' hà lan'],0.0,['slovakia' 'hà' 'lan']
xin các bố bóng chưa lăn thì biết,[],2.0,[]
pháp tây ban nha,['pháp' ' tây ban nha'],0.0,['tây' 'ban' 'nha']
đừng tin thằng ý để anh,['ý' ' anh'],2.0,[]
có ai hiểu giải thích hộ mình được không cảm ơn,[],0.0,[]
bồ đào nha vô địch để tri ân cristiano ronaldo,['bồ đào nha' ' cristiano ronaldo'],1.0,['bồ' 'đào' 'nha' 'cr' 'ronaldo']
mất ô lớn văn toàn cho các anh em ra giữa biển khơi thôi,[],2.0,[]
anh thua nhé,['anh'],2.0,[]
giải này số với sea game trình độ ngang nhau nhỉ,[],2.0,[]
pháp và tây ban nha bồ đào sẻ 3 giải vô địch euro còn bộ hạn nhì hạng,['pháp' ' tây ban nha' ' bồ đào nha'],0.0,['pháp' 'tây' 'ban' 'nha' 'bồ' 'đào']
pháp dập bỉ 3 sao,['pháp' ' bỉ'],0.0,[]
có một điều đặc biệt bồ đào nha đánh bại bỉ vô địch euro,['bồ đào nha' ' bỉ'],0.0,['bồ' 'đào' 'nha']
áo sẽ vào chung kết với lối đá đéo sợ thằng nào trên đời này,['áo'],2.0,[]
đoán tỉ số từng trận một đã là khó,[],0.0,[]
mẹ hốc được đan mạch cũng gẫy răng,['đan mạch'],2.0,[]
pháp gặp đức tại bán kết tuy thích tây ban nha,['pháp' ' đức' ' tây ban nha'],0.0,['pháp' 'đức' 'tây' 'ban' 'nha']
ông cố nội ai mà biết cờ của nước nàorút không nghiệm đi mai anh tàicó tài thiếu thực tế,[],2.0,[]
mất thằng được đánh giá cao,[],2.0,[]
đá dở àm mất đội không tên tuổi lại chơi hay,[],2.0,[]
xác định 8 đội là đôi nào văn toàn nói tào lao,[],2.0,[]
video vô bổ làm văn toàn nói nước đôi thì gì,[],2.0,[]
pháp 21 bỉ,['pháp' ' bỉ'],0.0,[]
đưa romelu lukaku về kèm chết kylian mbappe là bỉ đi tiếp,['romelu lukaku' ' kylian mbappe' ' bỉ'],0.0,[]
slovenia vô địch,['slovenia'],1.0,[]
cristiano ronaldo gặp đức sẽ chết nghẻo thôi,['cristiano ronaldo' ' đức'],2.0,[]
romelu lukaku khiến tôi bán xe rồi,['romelu lukaku'],2.0,[]
bỉ là đội yếu chứ không mạnh như mầy tưởng,['bỉ'],2.0,[]
đồng tiền lái đôi chân đá trượt bóng luôn khi sát vạch vôi,[],2.0,[]
vứt lịch thi đấu mới quan trọng còn nhận định bình luận thì cũng,[],2.0,[]
15 đội xuất sắc thôi còn thằng anh chỉ là kẻ lót đường,['anh'],2.0,[]
